
Провести диагностику смартфона	OK	Ремонт цифровой техники -> Планшеты и телефоны
	Ремонт цифровой техники -> Планшеты и телефоны = 0.981	Другое = 0.019
Ремонт планшета Samsung	OK	Ремонт цифровой техники -> Планшеты и телефоны
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	производитель электроники(1;0.3;samsung), производитель аудио(1;0.3;samsung), ремонт(1;1.0;ремонт), гаджет(1;1.0;планшет)
Замена экрана и динамика iphone 4 белый	OK	Ремонт цифровой техники -> Планшеты и телефоны
	Ремонт цифровой техники -> Планшеты и телефоны = 0.961	Ремонт цифровой техники -> Аудиотехника и системы = 0.039
	замена(1;1.0;зам), модель телефона(1;0.3;iphon 4), аудио(1;1.0;динамик), экран(1;1.0;экра), модель телефона(1;0.3;iphon), гаджет(1;1.0;iphon)



----------------------------------------------------------
Необходимо отремонтировать принтер Xerox Phaser 7800	OK	Ремонт цифровой техники -> Офисная техника
	Ремонт цифровой техники = 0.926	Другое = 0.074
	ремонт(1;1.0;отремонтирова), офисная техника(1;1.0;принтер)
Необходимо починить принтер	OK	Ремонт цифровой техники -> Офисная техника
	Ремонт цифровой техники = 0.926	Другое = 0.074
	офисная техника(1;1.0;принтер), ремонт(1;1.0;почин)
Ремонт принтеров	OK	Ремонт цифровой техники -> Офисная техника
	Ремонт цифровой техники = 0.926	Другое = 0.074
	ремонт(1;1.0;ремонт), офисная техника(1;1.0;принтер)
Починить принтер	OK	Ремонт цифровой техники -> Офисная техника
	Ремонт цифровой техники = 0.926	Другое = 0.074
	офисная техника(1;1.0;принтер), ремонт(1;1.0;почин)
Отремонтировать принтер	OK	Ремонт цифровой техники -> Офисная техника
	Ремонт цифровой техники = 0.926	Другое = 0.074
	ремонт(1;1.0;отремонтирова), офисная техника(1;1.0;принтер)




----------------------------------------------------------

Ремонт компьютера	OK	Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	компьютер(1;1.0;компьютер), ремонт(1;1.0;ремонт)
Диагностика и ремонт ноутбука Samsung R528	OK	Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;samsung), производитель аудио(1;0.3;samsung), диагностика(1;1.0;диагностик), ремонт(1;1.0;ремонт), компьютер(1;1.0;ноутбук)
Ремонт ноутбука Samsung NP530U3C-A02	OK	Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;samsung), производитель аудио(1;0.3;samsung), ремонт(1;1.0;ремонт), компьютер(1;1.0;ноутбук)
Ремонт ноутбука Sony Vaio	OK	Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	компьютер(1;1.0;ноутбук), ремонт(1;1.0;ремонт), производитель электроники(1;0.3;son)
Ремонт ноутбука ASUS K43S	OK	Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), компьютер(1;1.0;ноутбук), производитель электроники(1;0.3;asus)
Помочь настроить компьютер	OK	Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 0.998	Работа = 0.002
	помощь(1;1.0;помоч), компьютер(1;1.0;компьютер), настройка(1;1.0;настро)
Устранить неполадок на ноутбуке	OK	Компьютерная помощь -> Ремонт компьютеров и ноутбуков
